epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.1261,2.9863,4.09083,1.69068,0.00069,0.02708,7e-05,1e-05,2.44456,3.93054,1.19032,0.00010003,0.00010003,0.00010003
2,70.2045,2.42335,3.81661,1.2267,0.00508,0.20469,0.00243,0.00028,2.32141,3.90122,1.12076,0.000212228,0.000212228,0.000212228
3,104.392,2.13479,3.41744,1.09243,0.00531,0.275,0.00555,0.00103,2.11353,3.89359,1.09073,0.000322162,0.000322162,0.000322162
4,138.209,2.05277,3.03679,1.06009,0.00883,0.40833,0.03554,0.00871,2.02486,3.78869,1.06474,0.000429833,0.000429833,0.000429833
5,171.865,2.08797,2.71518,1.05921,0.01098,0.44167,0.1312,0.03387,1.9749,3.73559,1.05987,0.000535241,0.000535241,0.000535241
6,204.649,2.0963,2.44235,1.03974,0.08093,0.49659,0.11288,0.03196,2.06459,3.59892,1.13852,0.000638384,0.000638384,0.000638384
7,236.034,2.11111,2.13848,1.0395,0.17319,0.64805,0.6116,0.25634,1.88922,3.24028,1.04745,0.000739265,0.000739265,0.000739265
8,268.16,2.1378,1.87405,1.0579,0.1689,0.65372,0.61646,0.22056,1.98138,3.06937,1.10672,0.000837881,0.000837881,0.000837881
9,299.151,2.06715,1.65943,1.05229,0.16327,0.70677,0.53479,0.13878,2.3343,2.68812,1.17209,0.000934234,0.000934234,0.000934234
10,330.764,2.1938,1.53605,1.10142,0.78061,0.49516,0.64472,0.26327,2.03066,2.25518,1.07413,0.00102832,0.00102832,0.00102832
11,365.157,2.11307,1.46537,1.05537,0.71658,0.54436,0.53744,0.17011,2.3823,2.126,1.21469,0.00112015,0.00112015,0.00112015
12,397.358,2.27167,1.47296,1.06743,0.86178,0.6482,0.67872,0.26614,2.0507,1.68038,1.09867,0.00120971,0.00120971,0.00120971
13,429.496,2.05212,1.3078,1.06633,0.80654,0.63201,0.67076,0.29428,2.05746,1.40646,1.09487,0.00125923,0.00125923,0.00125923
14,460.772,2.0623,1.24992,1.06922,0.56199,0.51804,0.47403,0.17352,2.14513,1.53278,1.14345,0.00124509,0.00124509,0.00124509
15,493.522,2.07067,1.24077,1.07033,0.48995,0.45147,0.40518,0.1191,2.34481,1.69764,1.24296,0.00123094,0.00123094,0.00123094
