epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,526.267,2.00907,1.21378,1.0774,0.60419,0.52724,0.50304,0.23652,1.89708,1.33851,1.06891,0.00121679,0.00121679,0.00121679
17,558.764,1.96365,1.1708,1.05394,0.66764,0.54278,0.53368,0.23631,1.95851,1.23637,1.09555,0.00120265,0.00120265,0.00120265
18,591.776,1.94111,1.11727,1.04031,0.88113,0.66397,0.70089,0.30087,2.10359,1.1413,1.14762,0.0011885,0.0011885,0.0011885
19,624.296,1.90223,1.08026,1.03379,0.91737,0.70211,0.83766,0.36849,1.86597,1.0714,1.05913,0.00117435,0.00117435,0.00117435
20,657.592,1.87209,1.05261,1.03815,0.8071,0.86531,0.91679,0.40392,1.82327,1.04033,1.03589,0.00116021,0.00116021,0.00116021
21,689.635,1.84486,1.04984,1.03399,0.89354,0.9253,0.93206,0.43864,1.75411,1.02872,1.03276,0.00114606,0.00114606,0.00114606
22,722.424,1.8016,1.00136,1.02556,0.89495,0.91801,0.94021,0.42518,1.90208,1.06591,1.07385,0.00113191,0.00113191,0.00113191
23,753.676,1.81258,1.00297,1.01765,0.88893,0.92735,0.94895,0.50949,1.6669,0.96762,1.00768,0.00111776,0.00111776,0.00111776
24,784.937,1.80381,0.97795,1.0269,0.86855,0.946,0.94579,0.52739,1.78461,0.95119,1.02524,0.00110362,0.00110362,0.00110362
25,816.459,1.77722,0.93689,1.02184,0.92579,0.95972,0.96105,0.54952,1.58837,0.88072,0.98641,0.00108947,0.00108947,0.00108947
26,848.056,1.89686,0.94969,1.03266,0.94401,0.93787,0.95205,0.38918,2.05329,0.9894,1.11156,0.00107532,0.00107532,0.00107532
27,878.647,1.79216,0.94931,1.0625,0.95107,0.94094,0.9526,0.45018,1.71894,0.90556,1.02208,0.00106118,0.00106118,0.00106118
28,911.125,1.83205,0.94114,1.02952,0.92529,0.91405,0.94462,0.49461,1.88062,0.98159,1.04442,0.00104703,0.00104703,0.00104703
29,942.136,1.81874,0.95193,1.07529,0.92818,0.94492,0.95597,0.538,1.71332,0.95592,1.01019,0.00103288,0.00103288,0.00103288
30,973.619,1.75174,0.88953,1.00391,0.93974,0.94768,0.95698,0.48738,1.61726,0.88909,0.98963,0.00101873,0.00101873,0.00101873
31,1006.94,1.73331,0.88301,1.00983,0.94879,0.95741,0.96201,0.46392,1.55957,0.84245,0.97754,0.00100459,0.00100459,0.00100459
32,1040.25,1.72786,0.88519,0.99347,0.93679,0.94378,0.95365,0.46109,1.72287,0.88516,1.00715,0.00099044,0.00099044,0.00099044
33,1072.63,1.71772,0.87646,0.99089,0.94421,0.94607,0.95017,0.5232,1.80139,0.88202,1.02386,0.000976293,0.000976293,0.000976293
34,1105.07,1.66572,0.86862,0.99376,0.95377,0.95772,0.96207,0.59835,1.55228,0.78268,0.98134,0.000962146,0.000962146,0.000962146
35,1138.08,1.63912,0.84967,0.98194,0.95207,0.95998,0.96476,0.58655,1.49013,0.76029,0.968,0.000947999,0.000947999,0.000947999
36,1172.08,1.63621,0.83141,0.99024,0.9473,0.95839,0.96249,0.54078,1.57119,0.79055,0.97895,0.000933851,0.000933851,0.000933851
37,1203.3,1.58818,0.81585,0.98488,0.95406,0.95428,0.96304,0.56899,1.52873,0.7873,0.9696,0.000919704,0.000919704,0.000919704
38,1235.19,1.61864,0.8345,0.9784,0.95928,0.94755,0.96316,0.55302,1.57151,0.76063,0.98444,0.000905557,0.000905557,0.000905557
39,1266.52,1.62204,0.81811,0.97599,0.95965,0.94876,0.96325,0.56363,1.56494,0.76063,0.98463,0.00089141,0.00089141,0.00089141
40,1297.14,1.55943,0.80974,0.97551,0.94376,0.95895,0.96392,0.58784,1.48161,0.74789,0.96418,0.000877263,0.000877263,0.000877263
41,1328.28,1.52996,0.79384,0.97432,0.93841,0.94566,0.95722,0.56404,1.4231,0.72896,0.95109,0.000863116,0.000863116,0.000863116
42,1359.41,1.55772,0.79549,0.96535,0.91746,0.91917,0.93731,0.57502,1.38714,0.71574,0.94791,0.000848969,0.000848969,0.000848969
43,1392.03,1.50583,0.77187,0.96289,0.89434,0.92757,0.94588,0.56699,1.50307,0.73558,0.96716,0.000834822,0.000834822,0.000834822
44,1421.54,1.50776,0.76668,0.93767,0.90898,0.94589,0.95927,0.60029,1.488,0.73698,0.96306,0.000820675,0.000820675,0.000820675
45,1451.26,1.50777,0.79001,0.96955,0.91498,0.96343,0.96478,0.62553,1.37153,0.70922,0.94443,0.000806528,0.000806528,0.000806528
46,1482.08,1.49181,0.76873,0.96102,0.94034,0.96253,0.96819,0.59857,1.39353,0.70413,0.94834,0.00079238,0.00079238,0.00079238
47,1513.39,1.47125,0.75192,0.9574,0.92935,0.96095,0.96826,0.6049,1.37319,0.6966,0.94411,0.000778233,0.000778233,0.000778233
48,1545.36,1.50446,0.76601,0.94016,0.89932,0.94091,0.95371,0.59945,1.45077,0.71419,0.95536,0.000764086,0.000764086,0.000764086
49,1576.93,1.5167,0.77096,0.97192,0.92817,0.94454,0.95544,0.58359,1.54356,0.73482,0.96761,0.000749939,0.000749939,0.000749939
50,1606.5,1.45877,0.7571,0.97009,0.95539,0.96549,0.96902,0.656,1.3163,0.68266,0.93254,0.000735792,0.000735792,0.000735792
51,1636.31,1.43425,0.74139,0.95681,0.95244,0.96786,0.9689,0.65568,1.29788,0.6687,0.92912,0.000721645,0.000721645,0.000721645
52,1666.94,1.46021,0.74112,0.94507,0.94673,0.9698,0.97038,0.64953,1.37968,0.68241,0.93873,0.000707498,0.000707498,0.000707498
53,1697.01,1.41701,0.73788,0.94336,0.95177,0.96865,0.97101,0.63602,1.31498,0.66962,0.93005,0.000693351,0.000693351,0.000693351
54,1726.52,1.37597,0.71956,0.93051,0.96059,0.96608,0.97139,0.65235,1.28561,0.66661,0.92688,0.000679204,0.000679204,0.000679204
55,1756.39,1.40746,0.73387,0.93382,0.9653,0.96497,0.97333,0.67659,1.26453,0.66071,0.92348,0.000665057,0.000665057,0.000665057
56,1786.67,1.41199,0.73266,0.92814,0.96385,0.96482,0.97247,0.66883,1.35788,0.68128,0.93254,0.000650909,0.000650909,0.000650909
57,1818.25,1.39191,0.72714,0.93302,0.9619,0.96496,0.97234,0.68639,1.32486,0.67156,0.92802,0.000636762,0.000636762,0.000636762
58,1848.45,1.35571,0.70809,0.93623,0.96557,0.96521,0.97162,0.69744,1.22724,0.65037,0.91942,0.000622615,0.000622615,0.000622615
59,1878.34,1.3935,0.72574,0.94099,0.96527,0.96299,0.97292,0.6849,1.26254,0.65663,0.92166,0.000608468,0.000608468,0.000608468
60,1908.42,1.37961,0.71328,0.94422,0.96303,0.96511,0.97194,0.67976,1.27309,0.66295,0.92031,0.000594321,0.000594321,0.000594321
61,1939.32,1.30172,0.69278,0.92503,0.96164,0.96375,0.97078,0.66555,1.42959,0.69651,0.9416,0.000580174,0.000580174,0.000580174
62,1970.63,1.36054,0.72444,0.92773,0.9656,0.96201,0.97293,0.64727,1.42532,0.69308,0.93885,0.000566027,0.000566027,0.000566027
63,2001.01,1.36639,0.70242,0.94126,0.96957,0.96451,0.97412,0.6678,1.20276,0.64692,0.91059,0.00055188,0.00055188,0.00055188
64,2033.52,1.34855,0.68839,0.92656,0.97151,0.9643,0.9743,0.66675,1.20674,0.64804,0.91111,0.000537733,0.000537733,0.000537733
65,2064.3,1.32317,0.6935,0.91076,0.97057,0.96154,0.97478,0.63992,1.41336,0.68654,0.93822,0.000523586,0.000523586,0.000523586
66,2094.09,1.36815,0.69995,0.93466,0.9731,0.95996,0.97437,0.65481,1.42716,0.68448,0.94021,0.000509438,0.000509438,0.000509438
67,2123.81,1.32992,0.68908,0.93512,0.9732,0.96035,0.97466,0.6903,1.23536,0.64142,0.9155,0.000495291,0.000495291,0.000495291
68,2154.97,1.35736,0.68052,0.91814,0.97105,0.95996,0.97593,0.69597,1.18059,0.62731,0.90893,0.000481144,0.000481144,0.000481144
69,2185.92,1.33419,0.68316,0.94322,0.97168,0.95949,0.9758,0.68192,1.23006,0.64038,0.91321,0.000466997,0.000466997,0.000466997
70,2216.88,1.2998,0.68109,0.92993,0.96726,0.9646,0.97625,0.68478,1.23759,0.64571,0.91225,0.00045285,0.00045285,0.00045285
71,2246.15,1.30334,0.68057,0.92266,0.96518,0.9672,0.97673,0.69476,1.26625,0.64675,0.91814,0.000438703,0.000438703,0.000438703
72,2276.63,1.31387,0.68556,0.92413,0.96315,0.96828,0.97585,0.68489,1.29474,0.6509,0.92262,0.000424556,0.000424556,0.000424556
73,2310.1,1.27907,0.67289,0.90981,0.96294,0.96957,0.97679,0.67378,1.25434,0.64183,0.91521,0.000410409,0.000410409,0.000410409
74,2344.16,1.26772,0.65881,0.90736,0.96447,0.96787,0.97583,0.69282,1.14763,0.61155,0.90143,0.000396262,0.000396262,0.000396262
75,2378.05,1.27701,0.65986,0.92004,0.96796,0.96799,0.9766,0.71636,1.12214,0.60112,0.89826,0.000382115,0.000382115,0.000382115
76,2410.76,1.23919,0.66358,0.92292,0.96692,0.96852,0.97728,0.71971,1.14372,0.60523,0.89923,0.000367967,0.000367967,0.000367967
77,2444.74,1.21006,0.64346,0.9097,0.96535,0.96773,0.97692,0.7211,1.19999,0.61446,0.90536,0.00035382,0.00035382,0.00035382
78,2478.89,1.2587,0.66326,0.91382,0.96654,0.96521,0.9758,0.67888,1.36946,0.64334,0.92712,0.000339673,0.000339673,0.000339673
79,2512.45,1.24981,0.65038,0.90272,0.96906,0.96483,0.97745,0.69752,1.2654,0.62786,0.91264,0.000325526,0.000325526,0.000325526
80,2545.96,1.20793,0.6546,0.9145,0.97078,0.96697,0.97771,0.72744,1.11343,0.59639,0.89387,0.000311379,0.000311379,0.000311379
81,2579.44,1.23964,0.65383,0.90083,0.96786,0.96905,0.97812,0.7328,1.10657,0.59233,0.89224,0.000297232,0.000297232,0.000297232
82,2612.5,1.26932,0.66178,0.92133,0.96398,0.96918,0.97723,0.69862,1.29219,0.62582,0.91531,0.000283085,0.000283085,0.000283085
83,2646.29,1.25298,0.66826,0.92468,0.96273,0.96997,0.97764,0.71197,1.30466,0.62674,0.91652,0.000268938,0.000268938,0.000268938
84,2679.34,1.20529,0.64589,0.92613,0.96515,0.96997,0.97928,0.74182,1.14714,0.5954,0.89624,0.000254791,0.000254791,0.000254791
85,2712.39,1.23396,0.64216,0.91084,0.96882,0.9701,0.97913,0.75539,1.06685,0.57979,0.88984,0.000240644,0.000240644,0.000240644
86,2746.22,1.27229,0.6592,0.91453,0.96989,0.96891,0.97801,0.74767,1.08563,0.58513,0.89228,0.000226497,0.000226497,0.000226497
87,2779.12,1.25172,0.65729,0.91657,0.97043,0.96807,0.97804,0.72675,1.14423,0.5991,0.89668,0.000212349,0.000212349,0.000212349
88,2810.83,1.25202,0.66599,0.91174,0.9696,0.96681,0.97844,0.69009,1.3402,0.63399,0.91984,0.000198202,0.000198202,0.000198202
89,2842.56,1.2198,0.63222,0.90295,0.96935,0.96668,0.97721,0.68528,1.40075,0.6437,0.92829,0.000184055,0.000184055,0.000184055
90,2874.59,1.21485,0.65266,0.91601,0.96789,0.96929,0.97772,0.71361,1.28751,0.62039,0.91241,0.000169908,0.000169908,0.000169908
91,2904.29,1.25215,0.6849,0.91124,0.97173,0.96865,0.97805,0.73683,1.11478,0.58466,0.89109,0.000155761,0.000155761,0.000155761
92,2934.16,1.22965,0.67249,0.92375,0.97457,0.96852,0.97874,0.73881,1.06843,0.57802,0.88533,0.000141614,0.000141614,0.000141614
93,2964.67,1.35339,0.74338,0.92772,0.97485,0.96878,0.97951,0.73412,1.07424,0.58422,0.88494,0.000127467,0.000127467,0.000127467
94,2995.41,1.30232,0.71369,0.92121,0.97438,0.96847,0.97884,0.72637,1.09159,0.59693,0.88548,0.00011332,0.00011332,0.00011332
95,3026.22,1.15379,0.64232,0.90332,0.9746,0.9676,0.97755,0.73137,1.10466,0.60255,0.88664,9.91726e-05,9.91726e-05,9.91726e-05
96,3056.94,1.14779,0.63769,0.91581,0.97225,0.96826,0.97733,0.74001,1.09389,0.60222,0.8858,8.50255e-05,8.50255e-05,8.50255e-05
97,3087.48,1.23053,0.69145,0.90207,0.97326,0.96852,0.97679,0.74713,1.06,0.59973,0.88254,7.08784e-05,7.08784e-05,7.08784e-05
98,3117.94,1.20497,0.66466,0.9083,0.97695,0.96672,0.97704,0.74997,1.05041,0.59905,0.88189,5.67313e-05,5.67313e-05,5.67313e-05
99,3148.53,1.11604,0.6376,0.9063,0.97713,0.96551,0.97689,0.75143,1.05082,0.60072,0.88193,4.25842e-05,4.25842e-05,4.25842e-05
100,3179.89,1.11337,0.62914,0.89821,0.97838,0.96454,0.97689,0.74955,1.05887,0.60192,0.88262,2.84371e-05,2.84371e-05,2.84371e-05
