epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,111.4,3.0305,3.33588,1.75242,0.39101,0.50319,0.35802,0.12542,2.3056,2.05556,1.28478,0.00010003,0.00010003,0.00010003
2,218.145,2.418,1.56487,1.29099,0.76817,0.39278,0.3254,0.10206,2.05135,2.37683,1.13224,0.000212228,0.000212228,0.000212228
3,324.268,2.04795,1.21914,1.13122,0.48564,0.61507,0.53619,0.2141,1.89939,2.96158,1.10683,0.000322162,0.000322162,0.000322162
4,432.846,1.93741,1.04104,1.10451,0.70824,0.5681,0.62624,0.30049,1.92798,2.0014,1.10868,0.000429833,0.000429833,0.000429833
5,537.59,1.85091,0.99683,1.07236,0.72273,0.67644,0.7053,0.34125,1.68882,1.80203,1.0399,0.000535241,0.000535241,0.000535241
6,643.8,1.82092,0.8735,1.05587,0.87801,0.8307,0.87281,0.46308,1.84469,1.31956,1.11641,0.000638384,0.000638384,0.000638384
7,750.673,1.76547,0.83277,1.05419,0.92506,0.82754,0.89978,0.49864,1.76324,1.18468,1.07249,0.000739265,0.000739265,0.000739265
8,856.984,1.70855,0.80825,1.04249,0.90334,0.73657,0.83365,0.43874,1.65348,1.12399,1.02806,0.000837881,0.000837881,0.000837881
9,968.276,1.62824,0.81104,1.01732,0.90196,0.86564,0.89041,0.54728,1.53646,0.96835,0.99567,0.000934234,0.000934234,0.000934234
10,1077.68,1.71196,0.83377,1.06239,0.92318,0.81501,0.85504,0.49392,1.53726,0.93817,0.99456,0.00102832,0.00102832,0.00102832
11,1185.65,1.74639,0.78291,1.04909,0.94263,0.88778,0.94176,0.50947,1.73961,0.89023,1.06195,0.00112015,0.00112015,0.00112015
12,1295.11,1.83582,0.78807,1.03574,0.8553,0.89598,0.92644,0.53682,1.55797,0.81291,0.99288,0.00120971,0.00120971,0.00120971
13,1403.25,1.71092,0.77783,1.05574,0.92202,0.94006,0.94452,0.47783,1.76849,0.95167,1.04375,0.00125923,0.00125923,0.00125923
14,1510.63,1.68147,0.77113,1.03445,0.93533,0.95574,0.95861,0.55078,1.46735,0.8291,0.97017,0.00124509,0.00124509,0.00124509
15,1618.8,1.67213,0.80418,1.01079,0.90397,0.93483,0.92704,0.49072,1.64279,0.8379,0.99997,0.00123094,0.00123094,0.00123094
16,1728.45,1.62874,0.77941,1.03346,0.91314,0.94986,0.95678,0.55398,1.64008,0.76882,0.99092,0.00121679,0.00121679,0.00121679
17,1836.5,1.60954,0.74054,1.02689,0.96922,0.95838,0.97076,0.60656,1.49421,0.73152,0.99087,0.00120265,0.00120265,0.00120265
18,1945.51,1.5833,0.72797,1.00358,0.97267,0.95996,0.968,0.63892,1.385,0.7441,0.96085,0.0011885,0.0011885,0.0011885
19,2053.47,1.44262,0.68588,0.96569,0.97321,0.96389,0.97156,0.61544,1.4446,0.70898,0.9609,0.00117435,0.00117435,0.00117435
20,2159.59,1.53404,0.70132,0.9893,0.9786,0.96272,0.97359,0.60216,1.35486,0.7074,0.94406,0.00116021,0.00116021,0.00116021
21,2268.87,1.55928,0.70532,0.9884,0.97824,0.96413,0.97314,0.64786,1.29471,0.67096,0.93241,0.00114606,0.00114606,0.00114606
22,2377.45,1.39866,0.67031,0.95874,0.97266,0.96609,0.97417,0.69003,1.25016,0.62852,0.92475,0.00113191,0.00113191,0.00113191
23,2484.46,1.40443,0.65706,0.95619,0.97299,0.96602,0.97674,0.69414,1.33324,0.61746,0.94501,0.00111776,0.00111776,0.00111776
24,2594.23,1.35601,0.62811,0.96118,0.97465,0.96562,0.97931,0.67071,1.26021,0.59464,0.92838,0.00110362,0.00110362,0.00110362
25,2702.63,1.3015,0.61818,0.94504,0.97749,0.96812,0.98038,0.68435,1.19576,0.58224,0.90996,0.00108947,0.00108947,0.00108947
26,2811.27,1.32847,0.61252,0.93361,0.97905,0.9704,0.98231,0.70916,1.15948,0.57806,0.90118,0.00107532,0.00107532,0.00107532
27,2922.25,1.32216,0.62019,0.97895,0.98043,0.96918,0.98164,0.69995,1.13288,0.58332,0.89926,0.00106118,0.00106118,0.00106118
28,3031.28,1.28194,0.60285,0.93449,0.9772,0.9676,0.98078,0.72215,1.16877,0.59181,0.90654,0.00104703,0.00104703,0.00104703
29,3136.53,1.19946,0.5776,0.94701,0.97591,0.9688,0.98141,0.74397,1.11118,0.55391,0.89636,0.00103288,0.00103288,0.00103288
30,3241.81,1.22234,0.57383,0.91298,0.97724,0.97339,0.98163,0.75148,1.08731,0.5427,0.88488,0.00101873,0.00101873,0.00101873
31,3349.73,1.22505,0.59323,0.92046,0.97338,0.97254,0.9836,0.74042,1.07636,0.56268,0.87933,0.00100459,0.00100459,0.00100459
32,3456.15,1.20993,0.59563,0.90467,0.97285,0.97061,0.98299,0.76159,1.04642,0.55842,0.87422,0.00099044,0.00099044,0.00099044
33,3563.59,1.14975,0.57104,0.90109,0.9737,0.97165,0.98386,0.77344,1.03594,0.5296,0.87166,0.000976293,0.000976293,0.000976293
34,3669.37,1.15022,0.56062,0.90704,0.97817,0.97392,0.98509,0.77766,1.01614,0.50186,0.87254,0.000962146,0.000962146,0.000962146
35,3776.17,1.13811,0.55534,0.89772,0.97964,0.97254,0.9857,0.78927,0.9978,0.5075,0.8683,0.000947999,0.000947999,0.000947999
36,3883.84,1.09714,0.5385,0.89432,0.97956,0.97313,0.98602,0.78856,0.97161,0.50016,0.86263,0.000933851,0.000933851,0.000933851
37,3987.64,1.06311,0.52427,0.89213,0.97468,0.98143,0.98563,0.78524,0.97656,0.49552,0.86198,0.000919704,0.000919704,0.000919704
38,4095.9,1.06449,0.51601,0.88276,0.97442,0.98146,0.98727,0.7671,0.95315,0.48279,0.85765,0.000905557,0.000905557,0.000905557
39,4202.28,1.01813,0.50009,0.87167,0.97619,0.98344,0.98806,0.80455,0.92026,0.47583,0.85134,0.00089141,0.00089141,0.00089141
40,4307.68,1.08547,0.51638,0.88843,0.97908,0.98103,0.98685,0.79078,0.96734,0.48178,0.86204,0.000877263,0.000877263,0.000877263
41,4413.7,1.01444,0.50211,0.88178,0.97742,0.98235,0.98677,0.79957,0.89157,0.46141,0.84748,0.000863116,0.000863116,0.000863116
42,4521.45,1.06066,0.50642,0.88188,0.97523,0.98235,0.98914,0.79349,0.9556,0.46026,0.85771,0.000848969,0.000848969,0.000848969
43,4625.61,1.00883,0.49649,0.87761,0.97875,0.97521,0.98968,0.8079,0.88322,0.45663,0.84696,0.000834822,0.000834822,0.000834822
44,4732.94,1.09078,0.51498,0.87358,0.97848,0.9697,0.98789,0.78377,1.07447,0.48798,0.87244,0.000820675,0.000820675,0.000820675
45,4841.77,1.18011,0.54155,0.91317,0.97561,0.97203,0.9878,0.7669,1.09257,0.49555,0.87338,0.000806528,0.000806528,0.000806528
46,4946.98,1.07167,0.50267,0.88815,0.982,0.97563,0.98947,0.77234,0.91198,0.46183,0.84612,0.00079238,0.00079238,0.00079238
47,5054.47,1.0245,0.48619,0.8759,0.98389,0.9764,0.9902,0.78779,0.89817,0.44701,0.8438,0.000778233,0.000778233,0.000778233
48,5161.86,1.0189,0.49437,0.86179,0.98556,0.97408,0.98889,0.79243,0.84343,0.43703,0.83947,0.000764086,0.000764086,0.000764086
49,5269.7,0.98563,0.48194,0.87213,0.98587,0.97435,0.98978,0.77204,0.90926,0.44599,0.84566,0.000749939,0.000749939,0.000749939
50,5375.67,0.95962,0.47039,0.87302,0.98735,0.97445,0.99064,0.79886,0.84721,0.42933,0.83755,0.000735792,0.000735792,0.000735792
51,5482.79,0.95944,0.46788,0.8688,0.98447,0.97835,0.99082,0.80631,0.84112,0.42533,0.83541,0.000721645,0.000721645,0.000721645
52,5590.72,0.95475,0.46811,0.85816,0.98502,0.97603,0.9897,0.80762,0.89899,0.43626,0.83852,0.000707498,0.000707498,0.000707498
53,5694.73,0.92019,0.45884,0.85991,0.98408,0.97787,0.99152,0.81955,0.86418,0.42528,0.83439,0.000693351,0.000693351,0.000693351
54,5801.67,0.8672,0.44746,0.85251,0.98361,0.97774,0.99189,0.85041,0.75212,0.40556,0.82233,0.000679204,0.000679204,0.000679204
55,5908.04,0.88038,0.44968,0.85178,0.98474,0.97627,0.99131,0.84546,0.77764,0.40478,0.82484,0.000665057,0.000665057,0.000665057
56,6015.64,0.86398,0.43855,0.84284,0.9853,0.98053,0.99231,0.84399,0.76018,0.39655,0.82255,0.000650909,0.000650909,0.000650909
57,6124.76,0.88206,0.43637,0.85229,0.98491,0.98788,0.9927,0.84959,0.73178,0.38332,0.81865,0.000636762,0.000636762,0.000636762
58,6230.74,0.85041,0.42627,0.84971,0.98548,0.98812,0.99257,0.8494,0.73644,0.38553,0.8192,0.000622615,0.000622615,0.000622615
59,6336.79,0.86787,0.43379,0.8514,0.98994,0.97773,0.99182,0.86383,0.73499,0.3817,0.81722,0.000608468,0.000608468,0.000608468
60,6445.44,0.86042,0.42756,0.85146,0.98677,0.98176,0.99229,0.86062,0.71354,0.37664,0.81478,0.000594321,0.000594321,0.000594321
61,6553.12,0.83651,0.41679,0.84738,0.98576,0.98696,0.99228,0.85539,0.71458,0.37829,0.81451,0.000580174,0.000580174,0.000580174
62,6661.31,0.85055,0.42657,0.84406,0.98641,0.98472,0.9924,0.84874,0.75745,0.38572,0.81875,0.000566027,0.000566027,0.000566027
63,6769.3,0.79857,0.40553,0.848,0.98589,0.98161,0.99228,0.86966,0.69281,0.37219,0.81309,0.00055188,0.00055188,0.00055188
64,6876.78,0.78452,0.40066,0.83737,0.98939,0.97866,0.99228,0.86637,0.71782,0.37099,0.81476,0.000537733,0.000537733,0.000537733
65,6982.16,0.77182,0.39843,0.83035,0.98518,0.98768,0.99263,0.87406,0.69635,0.36517,0.8109,0.000523586,0.000523586,0.000523586
66,7091.58,0.76454,0.40044,0.83634,0.9855,0.98891,0.99333,0.87462,0.67374,0.3634,0.80808,0.000509438,0.000509438,0.000509438
67,7197.05,0.77751,0.39699,0.83952,0.98867,0.98643,0.99399,0.86398,0.69183,0.36232,0.80856,0.000495291,0.000495291,0.000495291
68,7305.74,0.79626,0.3971,0.83065,0.98793,0.98743,0.99389,0.86411,0.71301,0.36305,0.81058,0.000481144,0.000481144,0.000481144
69,7412.06,0.76941,0.39031,0.84058,0.98748,0.98752,0.99375,0.86823,0.71985,0.36513,0.81347,0.000466997,0.000466997,0.000466997
70,7516.79,0.78169,0.39508,0.84214,0.98845,0.98834,0.99379,0.8735,0.66664,0.35499,0.80735,0.00045285,0.00045285,0.00045285
71,7622.81,0.76493,0.38692,0.83023,0.98869,0.98907,0.99385,0.86738,0.66342,0.35103,0.80685,0.000438703,0.000438703,0.000438703
72,7730.61,0.78629,0.38555,0.83819,0.98983,0.98101,0.99359,0.83965,0.81722,0.37991,0.82173,0.000424556,0.000424556,0.000424556
73,7835.71,0.81542,0.39904,0.83329,0.98979,0.98143,0.99283,0.84416,0.81438,0.38248,0.82134,0.000410409,0.000410409,0.000410409
74,7940.95,0.74995,0.38318,0.82825,0.99144,0.9809,0.99339,0.88093,0.65946,0.34975,0.80517,0.000396262,0.000396262,0.000396262
75,8047.94,0.77161,0.38468,0.83364,0.98871,0.98788,0.99392,0.87353,0.70305,0.3499,0.80863,0.000382115,0.000382115,0.000382115
76,8152.04,0.80771,0.38915,0.84273,0.99059,0.98859,0.99395,0.86193,0.74117,0.35831,0.81129,0.000367967,0.000367967,0.000367967
77,8259.82,0.74261,0.37516,0.82852,0.98996,0.98833,0.99404,0.8836,0.64367,0.34006,0.8029,0.00035382,0.00035382,0.00035382
