epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,145.023,2.73129,4.37135,0.00695,0.13327,0.23492,0.06736,0.01347,2.46569,2.88029,0.00563,0.00010003,0.00010003,0.00010003
2,325.298,2.43929,2.72517,0.00507,0.75526,0.337,0.24197,0.07627,2.14185,2.4268,0.00474,0.000212228,0.000212228,0.000212228
3,504.259,2.22404,1.82536,0.00447,0.80576,0.33812,0.30048,0.09261,2.2197,4.57555,0.00495,0.000322162,0.000322162,0.000322162
4,681.27,2.08706,1.63247,0.00434,0.91425,0.42505,0.43284,0.17042,1.80267,2.63999,0.00405,0.000429833,0.000429833,0.000429833
5,995.778,2.09725,1.40927,0.00438,0.42483,0.42954,0.44699,0.17347,1.98376,1.64608,0.0044,0.000535241,0.000535241,0.000535241
6,1196.17,2.07397,1.21333,0.00409,0.61855,0.64608,0.6049,0.28598,1.93742,1.23502,0.00445,0.000638384,0.000638384,0.000638384
7,1391.24,2.02073,1.13662,0.00393,0.74335,0.55557,0.57663,0.28701,1.96528,1.24764,0.00445,0.000739265,0.000739265,0.000739265
8,1599.5,2.09918,1.07397,0.00407,0.72556,0.58269,0.61949,0.31327,1.89373,1.19039,0.00425,0.000837881,0.000837881,0.000837881
9,1789.38,1.9608,1.01767,0.00396,0.87354,0.67631,0.71646,0.37191,1.82328,1.03922,0.00413,0.000934234,0.000934234,0.000934234
10,2066.46,2.00239,1.01964,0.00422,0.84255,0.65842,0.71206,0.33714,1.98342,1.09165,0.00438,0.00102832,0.00102832,0.00102832
11,2291.24,1.93286,0.92947,0.00376,0.79398,0.66279,0.7297,0.37385,1.84003,0.90737,0.00406,0.00112015,0.00112015,0.00112015
12,2470.27,1.96922,0.95066,0.00351,0.8063,0.63342,0.7257,0.35979,1.9367,0.95184,0.00418,0.00120971,0.00120971,0.00120971
13,2650.05,1.90493,0.92324,0.00389,0.94044,0.62556,0.78178,0.43501,1.71824,0.80113,0.00375,0.00125923,0.00125923,0.00125923
14,2826.01,1.83892,0.87407,0.00376,0.71498,0.80818,0.81565,0.45119,1.75205,0.76651,0.00381,0.00124509,0.00124509,0.00124509
15,3020.46,1.83796,0.8506,0.0035,0.77532,0.808,0.8545,0.47317,1.69297,0.72044,0.0037,0.00123094,0.00123094,0.00123094
16,3221.86,1.79428,0.81866,0.0038,0.87531,0.81674,0.90678,0.50027,1.68694,0.69749,0.00371,0.00121679,0.00121679,0.00121679
17,3414.87,1.79898,0.81202,0.00365,0.8941,0.85752,0.91488,0.51727,1.72527,0.70402,0.00383,0.00120265,0.00120265,0.00120265
18,3590.69,1.76315,0.77969,0.00339,0.88099,0.85052,0.91877,0.53726,1.61298,0.6707,0.00351,0.0011885,0.0011885,0.0011885
19,3777.8,1.71889,0.73918,0.00335,0.86023,0.82571,0.8872,0.42262,1.99811,0.7476,0.00427,0.00117435,0.00117435,0.00117435
20,3973.12,1.72665,0.74345,0.00349,0.8612,0.85456,0.89733,0.47937,1.86461,0.69451,0.00398,0.00116021,0.00116021,0.00116021
21,4139.33,1.72514,0.75067,0.00332,0.84807,0.88198,0.92183,0.52071,1.77529,0.67856,0.00379,0.00114606,0.00114606,0.00114606
22,4316.53,1.7248,0.70963,0.00333,0.86101,0.85614,0.93259,0.56802,1.59323,0.63029,0.0034,0.00113191,0.00113191,0.00113191
23,4505.59,1.68988,0.70713,0.00314,0.85433,0.85338,0.9235,0.53798,1.68932,0.67408,0.00353,0.00111776,0.00111776,0.00111776
24,4672.13,1.68962,0.69862,0.00334,0.84117,0.88081,0.9192,0.50366,1.89326,0.71449,0.00393,0.00110362,0.00110362,0.00110362
25,4848.77,1.79009,0.69891,0.00359,0.90048,0.89994,0.9514,0.57477,1.52979,0.59399,0.00329,0.00108947,0.00108947,0.00108947
26,5047.4,1.85181,0.6869,0.00356,0.89583,0.90452,0.94932,0.59637,1.52369,0.58679,0.00321,0.00107532,0.00107532,0.00107532
27,5227.18,1.72602,0.69198,0.00368,0.87642,0.86967,0.91617,0.526,1.87324,0.66759,0.00385,0.00106118,0.00106118,0.00106118
28,5401.81,1.65103,0.65937,0.00315,0.86274,0.88267,0.92599,0.54305,1.7044,0.60856,0.00355,0.00104703,0.00104703,0.00104703
29,5571.39,1.61121,0.65497,0.00355,0.92399,0.936,0.96254,0.61217,1.49964,0.5473,0.00328,0.00103288,0.00103288,0.00103288
30,5740.96,1.70121,0.68996,0.00325,0.93187,0.90165,0.95628,0.65126,1.50164,0.55299,0.00318,0.00101873,0.00101873,0.00101873
31,5909.77,1.61527,0.64454,0.00309,0.92298,0.89286,0.95147,0.62085,1.50935,0.56482,0.00314,0.00100459,0.00100459,0.00100459
32,6081.15,1.60214,0.63592,0.00292,0.91011,0.88788,0.95412,0.64835,1.42926,0.54306,0.00301,0.00099044,0.00099044,0.00099044
33,6241.02,1.53979,0.61907,0.00294,0.91207,0.92298,0.96041,0.6735,1.38166,0.53481,0.00289,0.000976293,0.000976293,0.000976293
34,6407.24,1.53968,0.62705,0.00298,0.91135,0.92918,0.95536,0.64717,1.46478,0.55053,0.00304,0.000962146,0.000962146,0.000962146
35,6573.42,1.56677,0.6159,0.00288,0.88938,0.94162,0.9561,0.65029,1.45197,0.5336,0.003,0.000947999,0.000947999,0.000947999
36,6742,1.57603,0.61182,0.00305,0.88325,0.92633,0.95504,0.65091,1.42101,0.52175,0.00304,0.000933851,0.000933851,0.000933851
37,6894.5,1.57319,0.6023,0.00314,0.88706,0.94196,0.95403,0.61159,1.48896,0.54641,0.00319,0.000919704,0.000919704,0.000919704
38,7057.59,1.57147,0.60368,0.00287,0.89939,0.9333,0.94839,0.59688,1.57073,0.57628,0.00326,0.000905557,0.000905557,0.000905557
39,7251.4,1.50995,0.58868,0.00271,0.92617,0.9399,0.96029,0.64083,1.45434,0.54065,0.00301,0.00089141,0.00089141,0.00089141
40,7482.54,1.53053,0.58505,0.00292,0.93389,0.94699,0.96734,0.68131,1.32238,0.49009,0.00277,0.000877263,0.000877263,0.000877263
41,7679.74,1.43436,0.55519,0.00285,0.9217,0.94316,0.96655,0.68944,1.28805,0.46887,0.00267,0.000863116,0.000863116,0.000863116
42,7879.72,1.49204,0.57151,0.00279,0.9349,0.93689,0.96182,0.65897,1.45262,0.50581,0.00299,0.000848969,0.000848969,0.000848969
43,8110.7,1.43301,0.55784,0.00278,0.9302,0.92212,0.9635,0.68448,1.34455,0.48176,0.00279,0.000834822,0.000834822,0.000834822
44,8325.35,1.41045,0.55276,0.00248,0.93132,0.93423,0.96826,0.72081,1.26134,0.44593,0.00262,0.000820675,0.000820675,0.000820675
45,8539.52,1.4494,0.56681,0.00277,0.94114,0.94612,0.96972,0.69324,1.29639,0.45188,0.0027,0.000806528,0.000806528,0.000806528
46,8764.36,1.38919,0.56102,0.00257,0.93233,0.95009,0.9701,0.68696,1.33527,0.46303,0.0028,0.00079238,0.00079238,0.00079238
47,8955.49,1.40203,0.54106,0.00267,0.93759,0.9368,0.97132,0.69358,1.28982,0.44445,0.00273,0.000778233,0.000778233,0.000778233
48,9129.52,1.397,0.54551,0.00238,0.93724,0.95972,0.97237,0.70541,1.29318,0.46032,0.00265,0.000764086,0.000764086,0.000764086
