epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,9317.13,1.37723,0.52464,0.00269,0.96568,0.9437,0.97654,0.7064,1.2671,0.44445,0.00261,0.000749939,0.000749939,0.000749939
50,9504.18,1.43048,0.53699,0.00296,0.96421,0.94495,0.97725,0.73789,1.22858,0.42058,0.00257,0.000735792,0.000735792,0.000735792
51,9678.29,1.43661,0.53942,0.00282,0.97128,0.94431,0.9778,0.72674,1.25461,0.42784,0.00262,0.000721645,0.000721645,0.000721645
52,9864.97,1.44769,0.53096,0.00258,0.96728,0.94439,0.9736,0.70573,1.406,0.47747,0.00282,0.000707498,0.000707498,0.000707498
53,10031.9,1.41527,0.54264,0.00258,0.93992,0.96003,0.97247,0.70331,1.44363,0.49559,0.0029,0.000693351,0.000693351,0.000693351
54,10208.3,1.35663,0.51737,0.00251,0.94792,0.96458,0.97726,0.73996,1.26665,0.44359,0.0026,0.000679204,0.000679204,0.000679204
55,10369.6,1.39297,0.51962,0.00253,0.95825,0.95487,0.97903,0.74803,1.19619,0.41984,0.00247,0.000665057,0.000665057,0.000665057
56,10560,1.38731,0.51908,0.00244,0.9707,0.95043,0.97958,0.7559,1.15214,0.40845,0.00236,0.000650909,0.000650909,0.000650909
57,10732.3,1.38106,0.52612,0.00237,0.95607,0.95675,0.97651,0.70824,1.29812,0.45059,0.00264,0.000636762,0.000636762,0.000636762
58,10928.7,1.42112,0.53577,0.0026,0.96327,0.9569,0.97697,0.69791,1.28409,0.44171,0.00264,0.000622615,0.000622615,0.000622615
59,11111.6,1.37596,0.52444,0.00255,0.95947,0.96973,0.98042,0.71295,1.19798,0.41194,0.00256,0.000608468,0.000608468,0.000608468
60,11281.3,1.36485,0.50649,0.00261,0.9682,0.95778,0.98081,0.72528,1.21306,0.40619,0.00258,0.000594321,0.000594321,0.000594321
61,11465.6,1.30163,0.47683,0.00243,0.97524,0.95075,0.98073,0.74243,1.15187,0.40047,0.00237,0.000580174,0.000580174,0.000580174
62,11638.6,1.3474,0.50711,0.00238,0.97306,0.95301,0.97787,0.72028,1.27412,0.42946,0.0026,0.000566027,0.000566027,0.000566027
63,11820.7,1.37825,0.49202,0.00268,0.97111,0.95067,0.97683,0.7131,1.34564,0.44321,0.00273,0.00055188,0.00055188,0.00055188
64,11984.1,1.33209,0.48632,0.00239,0.97095,0.9581,0.97907,0.74466,1.20351,0.40168,0.00245,0.000537733,0.000537733,0.000537733
65,12141.8,1.27652,0.45602,0.00226,0.97529,0.95734,0.98002,0.76435,1.11968,0.38388,0.00229,0.000523586,0.000523586,0.000523586
66,12321.1,1.26389,0.47537,0.00245,0.97918,0.95868,0.98054,0.75467,1.11922,0.38715,0.00229,0.000509438,0.000509438,0.000509438
67,12512.3,1.24903,0.47267,0.00246,0.97152,0.96262,0.97993,0.74492,1.11768,0.38796,0.00228,0.000495291,0.000495291,0.000495291
68,12716.2,1.26989,0.47062,0.00225,0.9694,0.96369,0.97998,0.74177,1.14053,0.39108,0.00232,0.000481144,0.000481144,0.000481144
69,12919.1,1.24209,0.45117,0.00245,0.9702,0.96853,0.97978,0.74791,1.15144,0.39195,0.00233,0.000466997,0.000466997,0.000466997
70,13125.3,1.25643,0.4691,0.00232,0.97063,0.97177,0.98029,0.75797,1.127,0.38369,0.00229,0.00045285,0.00045285,0.00045285
71,13351.9,1.24207,0.47283,0.00232,0.97093,0.97118,0.98054,0.76848,1.10922,0.38172,0.00225,0.000438703,0.000438703,0.000438703
72,13571.2,1.27362,0.45956,0.00226,0.97323,0.9653,0.98007,0.7538,1.15968,0.40259,0.00233,0.000424556,0.000424556,0.000424556
73,13768.5,1.23426,0.4721,0.00216,0.97484,0.96674,0.9801,0.75739,1.15757,0.40309,0.00233,0.000410409,0.000410409,0.000410409
74,13988.8,1.23215,0.44715,0.0022,0.97078,0.97389,0.9815,0.77502,1.08273,0.3835,0.00219,0.000396262,0.000396262,0.000396262
75,14214.5,1.246,0.46496,0.00227,0.97012,0.97018,0.98156,0.77475,1.09648,0.38835,0.00222,0.000382115,0.000382115,0.000382115
76,14445.8,1.22321,0.45868,0.00238,0.96619,0.96826,0.98086,0.76023,1.14994,0.4025,0.00233,0.000367967,0.000367967,0.000367967
77,14655.9,1.19514,0.4412,0.00221,0.97481,0.96353,0.98084,0.75828,1.15857,0.40027,0.00234,0.00035382,0.00035382,0.00035382
78,14861.9,1.21252,0.46918,0.00215,0.966,0.96477,0.98068,0.76189,1.15046,0.39748,0.00231,0.000339673,0.000339673,0.000339673
79,15111.9,1.19664,0.45304,0.0021,0.97555,0.96045,0.98153,0.77648,1.08631,0.38153,0.00219,0.000325526,0.000325526,0.000325526
80,15330.2,1.17983,0.44346,0.00229,0.9673,0.97277,0.98182,0.78121,1.06159,0.37785,0.00215,0.000311379,0.000311379,0.000311379
81,15572.2,1.19914,0.44429,0.00202,0.97317,0.97202,0.98218,0.77661,1.05916,0.38085,0.00215,0.000297232,0.000297232,0.000297232
82,15750.1,1.21175,0.45936,0.00213,0.97307,0.96996,0.98161,0.77067,1.06936,0.38039,0.00217,0.000283085,0.000283085,0.000283085
83,15953.2,1.189,0.45824,0.00224,0.97019,0.97254,0.98174,0.77847,1.06277,0.37443,0.00215,0.000268938,0.000268938,0.000268938
84,16104.5,1.1603,0.43931,0.0024,0.97216,0.97304,0.98207,0.78622,1.03783,0.36761,0.0021,0.000254791,0.000254791,0.000254791
85,16270.2,1.19279,0.43986,0.00215,0.97404,0.97346,0.98227,0.78598,1.03085,0.36335,0.00209,0.000240644,0.000240644,0.000240644
86,16442.6,1.21472,0.44162,0.00213,0.97639,0.97041,0.98219,0.78668,1.04151,0.36412,0.00211,0.000226497,0.000226497,0.000226497
87,16618.7,1.19962,0.44422,0.00214,0.97633,0.97084,0.98215,0.78118,1.08003,0.36677,0.00218,0.000212349,0.000212349,0.000212349
88,16788.4,1.18657,0.46003,0.00216,0.97525,0.97098,0.98248,0.77521,1.12273,0.37769,0.00226,0.000198202,0.000198202,0.000198202
89,16999.2,1.14687,0.42608,0.0021,0.97511,0.97044,0.98209,0.76411,1.14675,0.38679,0.00231,0.000184055,0.000184055,0.000184055
90,17263.4,1.19605,0.45421,0.00223,0.97401,0.96862,0.98204,0.7617,1.13705,0.38874,0.00229,0.000169908,0.000169908,0.000169908
91,17494.8,1.16276,0.42821,0.00227,0.97686,0.97102,0.98209,0.76508,1.11057,0.38091,0.00225,0.000155761,0.000155761,0.000155761
92,17654.6,1.16288,0.42454,0.00243,0.97774,0.97105,0.98222,0.77369,1.07608,0.3723,0.00218,0.000141614,0.000141614,0.000141614
93,17843.2,1.25525,0.44723,0.00239,0.97854,0.96771,0.98243,0.78391,1.04707,0.36516,0.00212,0.000127467,0.000127467,0.000127467
94,18002.4,1.22418,0.43238,0.00232,0.96874,0.98064,0.98335,0.79165,1.02194,0.35629,0.00207,0.00011332,0.00011332,0.00011332
95,18175.7,1.08668,0.39367,0.00219,0.97422,0.9784,0.98332,0.79188,1.02386,0.354,0.00207,9.91726e-05,9.91726e-05,9.91726e-05
96,18360.6,1.07539,0.38784,0.0023,0.9747,0.97449,0.9833,0.79209,1.02228,0.35579,0.00207,8.50255e-05,8.50255e-05,8.50255e-05
97,18546.8,1.25271,0.4216,0.00237,0.97134,0.97529,0.98335,0.79363,1.01773,0.35439,0.00206,7.08784e-05,7.08784e-05,7.08784e-05
98,18729.2,1.19776,0.39979,0.0024,0.97026,0.97594,0.98336,0.79543,1.01943,0.35353,0.00206,5.67313e-05,5.67313e-05,5.67313e-05
99,18913.8,1.09797,0.40432,0.00224,0.97022,0.97497,0.98328,0.79533,1.02318,0.35343,0.00206,4.25842e-05,4.25842e-05,4.25842e-05
100,19114.6,1.10012,0.39536,0.00225,0.97264,0.97387,0.98333,0.79486,1.03008,0.35501,0.00207,2.84371e-05,2.84371e-05,2.84371e-05
