epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,146.48,2.87858,2.94,1.69884,0.35578,0.53593,0.39404,0.14976,2.08007,1.98439,1.21714,0.00010003,0.00010003,0.00010003
2,291.163,2.25923,1.5855,1.22812,0.38921,0.53684,0.39743,0.1475,1.94353,2.72569,1.11011,0.000212228,0.000212228,0.000212228
3,434.774,1.97535,1.2857,1.12626,0.64324,0.74583,0.65794,0.30532,1.80034,3.58294,1.1011,0.000322162,0.000322162,0.000322162
4,579.547,1.89347,1.14943,1.11311,0.5989,0.79057,0.79039,0.39697,1.96501,2.2584,1.15918,0.000429833,0.000429833,0.000429833
5,721.551,1.81513,0.93953,1.07507,0.46039,0.87415,0.63297,0.26635,1.83809,3.38691,1.08618,0.000535241,0.000535241,0.000535241
6,861.585,1.78162,0.88759,1.06097,0.83144,0.84319,0.88847,0.49819,1.64306,3.25111,1.04263,0.000638384,0.000638384,0.000638384
7,1002.55,1.83789,0.91285,1.09016,0.85361,0.66833,0.73814,0.34713,1.78704,2.73678,1.08923,0.000739265,0.000739265,0.000739265
8,1141.84,1.85407,0.87736,1.08317,0.60857,0.69215,0.67175,0.32112,1.76749,2.61292,1.07621,0.000837881,0.000837881,0.000837881
9,1280.83,1.74308,0.79979,1.06919,0.68572,0.85248,0.85658,0.41549,1.86077,2.02826,1.11929,0.000934234,0.000934234,0.000934234
10,1419.22,1.69383,0.80894,1.07605,0.78015,0.77258,0.77524,0.36777,1.63963,2.1413,1.03976,0.00102832,0.00102832,0.00102832
11,1557.89,1.58783,0.76994,1.01125,0.85026,0.9424,0.94731,0.51448,1.59967,1.24982,1.03411,0.00112015,0.00112015,0.00112015
12,1698.79,1.66662,0.79847,0.99763,0.68295,0.88747,0.77629,0.41893,1.472,1.44425,0.99016,0.00120971,0.00120971,0.00120971
13,1837.25,1.74572,0.83554,1.06405,0.40169,0.7575,0.40409,0.17064,2.03394,2.03659,1.17195,0.00125923,0.00125923,0.00125923
14,1975.66,1.56783,0.7661,1.02602,0.94356,0.85783,0.92903,0.6186,1.43132,0.99894,0.96598,0.00124509,0.00124509,0.00124509
15,2114.92,1.46688,0.70212,0.9889,0.91166,0.91022,0.95553,0.55277,1.64747,0.90743,1.03638,0.00123094,0.00123094,0.00123094
16,2252.3,1.48497,0.70922,1.00835,0.95517,0.94671,0.96764,0.59964,1.44575,0.82623,0.97875,0.00121679,0.00121679,0.00121679
17,2388.99,1.44159,0.69413,0.99048,0.94002,0.94297,0.96665,0.59788,1.52671,0.81971,1.00291,0.00120265,0.00120265,0.00120265
18,2527.07,1.53882,0.7059,0.99109,0.91472,0.91392,0.96331,0.58591,1.59912,0.89054,1.00387,0.0011885,0.0011885,0.0011885
19,2663.57,1.50567,0.69739,0.97893,0.93302,0.90689,0.94382,0.64082,1.25479,0.77732,0.92428,0.00117435,0.00117435,0.00117435
