epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,600.455,2.75398,2.78663,1.661,0.68174,0.58328,0.54142,0.22822,2.09239,7.34851,1.18457,0.00010003,0.00010003,0.00010003
2,1225.87,2.39031,1.45175,1.28166,0.13911,0.27625,0.13791,0.05118,2.15302,30.6295,1.27028,0.000212228,0.000212228,0.000212228
3,1849.12,2.09573,1.17047,1.17222,0.00057,0.04167,0.00012,2e-05,4.37644,1275.43,5.15581,0.000322162,0.000322162,0.000322162
4,2460.86,2.0825,1.06539,1.19043,0,0,0,0,4.31653,3799.01,6.79662,0.000429833,0.000429833,0.000429833
5,3076.04,1.97123,1.07093,1.13534,0.53776,0.06178,0.00792,0.00114,3.90401,170.937,5.93962,0.000535241,0.000535241,0.000535241
6,3685.83,1.97745,1.05128,1.12563,0.00167,0.04583,0.00022,2e-05,3.01786,75.9865,3.37919,0.000638384,0.000638384,0.000638384
7,4298.79,1.94463,1.14087,1.1326,0,0,0,0,2.54963,449.063,15.9951,0.000739265,0.000739265,0.000739265
8,4907.86,1.9955,0.94262,1.15524,0,0,0,0,3.94792,57837.8,1381.82,0.000837881,0.000837881,0.000837881
9,5501.68,1.91848,0.93747,1.128,0,0,0,0,5.1334,265397,3559.37,0.000934234,0.000934234,0.000934234
10,6119.19,2.03879,0.99406,1.19686,0,0,0,0,2.9146,4476.09,86.4706,0.00102832,0.00102832,0.00102832
11,6732.13,2.15272,1.00719,1.18179,0.02658,0.11257,0.00566,0.00158,2.66159,28.4526,1.63845,0.00112015,0.00112015,0.00112015
12,7354.97,2.05917,1.10176,1.11921,0.1836,0.40769,0.11111,0.03722,2.81259,7.35383,1.80124,0.00120971,0.00120971,0.00120971
13,7988.02,1.98398,1.08571,1.1707,0.38683,0.75336,0.33791,0.11385,2.37184,2.49474,1.57471,0.00125923,0.00125923,0.00125923
14,8607.48,2.03288,1.01859,1.21392,0.5384,0.47908,0.45209,0.17495,2.02858,1.41022,1.39078,0.00124509,0.00124509,0.00124509
15,9215.86,2.06661,0.98548,1.18212,0.56749,0.75717,0.5923,0.2211,2.05528,1.52221,1.37469,0.00123094,0.00123094,0.00123094
16,9842.21,1.97944,0.91704,1.18191,0.45188,0.71177,0.51114,0.21175,1.95142,1.30016,1.26536,0.00121679,0.00121679,0.00121679
17,10460.7,1.79185,0.88091,1.11959,0.49647,0.81546,0.48673,0.20764,1.89376,1.29412,1.22602,0.00120265,0.00120265,0.00120265
18,11088.4,1.66617,0.80401,1.06622,0.7092,0.77391,0.82071,0.39408,1.69764,1.05501,1.14473,0.0011885,0.0011885,0.0011885
19,11713.1,1.92487,0.84837,1.10723,0.63389,0.79472,0.72728,0.36292,1.91611,0.92167,1.21414,0.00117435,0.00117435,0.00117435
20,12332.2,1.69862,0.79783,1.07044,0.63754,0.87368,0.7409,0.35309,1.83099,0.86447,1.13854,0.00116021,0.00116021,0.00116021
21,12953.1,1.65269,0.80802,1.05947,0.82164,0.88452,0.89294,0.4704,1.73026,0.82998,1.11487,0.00114606,0.00114606,0.00114606
22,13587.9,1.70442,0.80974,1.06251,0.42014,0.49505,0.31544,0.08861,3.1862,1.58227,2.33834,0.00113191,0.00113191,0.00113191
23,14213.9,1.64642,0.78504,1.03637,0.71268,0.83725,0.89314,0.46946,1.59822,1.00485,1.04253,0.00111776,0.00111776,0.00111776
24,14854,1.69973,0.81064,1.05918,0.61893,0.73986,0.74387,0.35143,1.92945,1.24101,1.13374,0.00110362,0.00110362,0.00110362
25,15481.4,1.63279,0.7793,1.04455,0.56105,0.75292,0.68702,0.40988,1.59284,1.01987,1.04906,0.00108947,0.00108947,0.00108947
26,16103.4,1.72379,0.77719,1.05516,0.71047,0.79531,0.82625,0.4595,1.97199,0.91142,1.21242,0.00107532,0.00107532,0.00107532
27,16723.1,1.63733,0.77591,1.09534,0.89579,0.81075,0.91118,0.54278,1.85676,0.81088,1.13951,0.00106118,0.00106118,0.00106118
28,17341,1.60959,0.74242,1.04242,0.86959,0.88321,0.91628,0.57318,1.60807,0.75891,1.03319,0.00104703,0.00104703,0.00104703
29,17952.6,1.62021,0.76487,1.08608,0.89292,0.8851,0.94011,0.57229,1.63022,0.79309,1.02716,0.00103288,0.00103288,0.00103288
30,18580.6,1.51056,0.71923,1.0017,0.73191,0.89482,0.85499,0.48494,1.72028,0.85277,1.06092,0.00101873,0.00101873,0.00101873
31,19204.2,1.4344,0.69688,1.00026,0.91486,0.93334,0.95897,0.57177,1.45495,0.74914,0.98128,0.00100459,0.00100459,0.00100459
32,19832.3,1.44268,0.67987,0.98233,0.93006,0.94821,0.96798,0.60982,1.43592,0.67993,0.98204,0.00099044,0.00099044,0.00099044
33,20452.3,1.42566,0.66954,0.9814,0.95557,0.91763,0.97119,0.65342,1.40843,0.66509,0.97606,0.000976293,0.000976293,0.000976293
34,21099.2,1.43548,0.68697,0.98627,0.95054,0.94936,0.97379,0.67824,1.36483,0.66919,0.96673,0.000962146,0.000962146,0.000962146
35,21733.5,1.41309,0.67703,0.97235,0.93045,0.90054,0.97052,0.66495,1.30695,0.70371,0.94807,0.000947999,0.000947999,0.000947999
