epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,75.1036,2.73293,3.292,1.62397,0.18706,0.44942,0.39374,0.15111,2.03444,8.7914,1.18472,0.00010003,0.00010003,0.00010003
2,149.434,2.28927,1.4756,1.23591,0.62382,0.57422,0.42374,0.17813,2.0248,6.99883,1.15704,0.000212228,0.000212228,0.000212228
3,226.233,2.05369,1.14029,1.14523,0.60825,0.56063,0.48084,0.21224,1.97297,7.10126,1.10662,0.000322162,0.000322162,0.000322162
4,302.05,1.91511,1.03263,1.11356,0.71895,0.57891,0.56955,0.25135,1.75791,5.13471,1.06498,0.000429833,0.000429833,0.000429833
5,371.911,1.87497,0.96307,1.08981,0.74684,0.65758,0.74984,0.38416,1.95252,3.71544,1.13356,0.000535241,0.000535241,0.000535241
6,441.403,1.85855,0.91313,1.0723,0.84618,0.78626,0.90029,0.44908,1.72415,2.1967,1.06808,0.000638384,0.000638384,0.000638384
7,512.92,1.89751,0.90953,1.08013,0.26606,0.30817,0.16292,0.07964,1.69594,6.55748,1.05602,0.000739265,0.000739265,0.000739265
8,585.404,1.93855,0.8827,1.10168,0.09113,0.04413,0.00775,0.00287,2.14074,13.9649,1.25292,0.000837881,0.000837881,0.000837881
9,652.513,1.89743,0.89173,1.10108,0.43549,0.41952,0.42491,0.18567,1.80618,3.25677,1.09088,0.000934234,0.000934234,0.000934234
10,720.2,1.9327,0.99452,1.15103,0.43509,0.108,0.0918,0.03776,1.82144,10.9165,1.08695,0.00102832,0.00102832,0.00102832
11,788.116,1.83563,0.91887,1.06847,0.50025,0.02626,0.00751,0.00471,1.77074,12.168,1.08763,0.00112015,0.00112015,0.00112015
12,856.495,1.93966,0.9162,1.05317,0.44769,0.38045,0.15789,0.07108,1.71838,7.4303,1.06444,0.00120971,0.00120971,0.00120971
13,922.189,1.7878,0.90295,1.07951,0.43104,0.78233,0.41534,0.15376,1.97864,2.47406,1.15607,0.00125923,0.00125923,0.00125923
14,987.403,1.72615,0.84806,1.05193,0.52213,0.94483,0.53288,0.27604,1.5532,1.14934,0.99539,0.00124509,0.00124509,0.00124509
15,1052.51,1.63832,0.80185,1.01757,0.81951,0.93017,0.93714,0.54583,1.44949,1.02857,0.97388,0.00123094,0.00123094,0.00123094
16,1119.77,1.66418,0.81448,1.05876,0.87392,0.91622,0.92644,0.456,1.96156,1.34005,1.15767,0.00121679,0.00121679,0.00121679
17,1186.97,1.71887,0.81183,1.06037,0.90319,0.90434,0.94012,0.51944,1.80019,0.93671,1.09157,0.00120265,0.00120265,0.00120265
18,1253.39,1.60274,0.78326,1.01641,0.90141,0.92808,0.95391,0.57434,1.50343,0.76783,0.98956,0.0011885,0.0011885,0.0011885
19,1318.16,1.63219,0.7616,1.00893,0.95739,0.94244,0.96242,0.6006,1.45388,0.79653,0.98534,0.00117435,0.00117435,0.00117435
20,1382.87,1.61675,0.7488,1.02947,0.9492,0.9281,0.94563,0.52188,1.71126,0.84048,1.04884,0.00116021,0.00116021,0.00116021
